Lehti;Number;Number_extra;Count;Year;Tekijä;Artikkeli;Aihe;Viitteet
Spin;2;;;2008;Saaros, Kirsi;Missä he ovat nyt? - Poimintoja Star Wars näyttelijöiden nykyelämästä useimmiten tähtien kera mutta ilman sotaa;Star Wars, Elokuvat;
Spin;1;;;1997;Roimola, Ben;Muistelo;Star Wars;
Spin;1;;;1997;Wuorinen, Kaisa;Paluu kaukaiseen galaksiin!;Star Wars, Elokuvat;
Spin;1;;;1997;Suntila, Simo;Pohjanmaan kautta Tatooinelle;Star Wars;
Spin;1;;;1997;Suntila, Simo;Poikki! Otetaan uudestaan!;Star Wars, Elokuvat;
Spin;1;;;1997;Paananen, Tytti & Salmi, Sami & Suntila, Simo;Siihen aikaan, kun Pappa Mahtia käytti;Star Wars, Roolipelit;
Spin;3;;;2005;Suntila, Shimo;Sithin kosto - Tähtien sodan tilinpäätös;Star Wars, Elokuvat;
Spin;5;;;1999;Suntila, Simo;Star Wars Episodi 1 - Pimeä uhka;Star Wars, Elokuvat;
Spin;2;;;2002;Suntila, Shimo;Star Wars Episodi II - Kloonien hyökkäys;Star Wars, Elokuvat;
Spin;2;;;2009;Brodkin, Kai;Tapahtumia John Williamsin sävelten tahtiin;Star Wars, Musiikki;
Spin;2;;;2008;Ykspetäjä, Kaisa;This Is Madness!;Star Wars, Elokuvat, Fandom;
Spin;1;;;1978;Haapio, Markku;Tähtien sota;Star Wars, Elokuvat;
Spin;4;;;1997;Salmi, Sami;Tähtien sota juhlaversiot;Star Wars, Elokuvat;
Spin;1;;;1997;Paananen, Tytti & Salmi, Sami;Tähtien sota - musiikki valkokankaalla ja levysoittimessa;Star Wars, Musiikki;
Spin;1;;;1997;Wuorinen, Kaisa;Tähtien sota - sydänten ja ennätysten murskaaja;Star Wars, Elokuvat;
Spin;2;;;2008;Paananen, Leila;Tähtien sota -tunnustuksia;Star Wars, Elokuvat, Fandom;
Spin;1;;;1997;Salmi, Sami;Vanha parta tutisee;Star Wars, Fandom;
Spin;2;;;2008;Brodkin, Kai;www.tähtiensota.net;Star Wars, Internet;
Spin;4;;;2005;Pohjola, Jouni;Star Wreck: In the Pirkinning;Star Wreck, Elokuvat;
Spin;3;;;1997;Santikko, Sauli;X-Trivia: Timanttia ja nuoria naisia;;Stephenson, Neal
Spin;3;;;2008;Anonyymi;5 scifistä;;Suntila, Shimo & Suntila, Petra
Spin;3;;;1985;Meriranta, Anetta & Haarikko, Harri;Paneelikeskustelu suomalaisesta science fictionista Tampereella 21.7.85;Science fiction, Suomi;
Spin;2;;;2011;Karppanen, Pasi;Sidestream of Mainstream - A Subjective Look on Finnish sf/f;Science fiction, Suomi;
Spin;1;;;1977;Virtanen, Antero;Suomalaista scifiä;Science fiction, Suomi;
Spin;4;;;1978;Virtanen, Antero;Suomenkielinen tieteis- ja utopiakirjallisuus vuoteen 1910;Science fiction, Suomi;
Spin;2;;;1979;Virtanen, Antero;Suomenkielistä tieteiskirjallisuutta vuosina 1910-29;Science fiction, Suomi;
Spin;2;2-3/1978;;1978;Hyrkäs, Seppo;Tieteiskirjallisuus Suomessa, osa 1;Science fiction, Suomi;
Spin;4;;;1978;Hyrkäs, Seppo;Tieteiskirjallisuus Suomessa, osa 2;Science fiction, Suomi;
Spin;1;;;1979;Hyrkäs, Seppo;Tieteiskirjallisuus Suomessa, osa 3;Science fiction, Suomi;
Spin;2;;;2013;Roimola, Ben;Vanhin suomalainen sf-novelli uneksi mikrokosmoksista;Science fiction, Suomi;Hartman, Gabriel Israel
Spin;2;;;2008;Anonyymi;5 scifistä;;Supinen, Miina
Spin;4;;;2008;Anonyymi;5 scifistä;;Supinen, Pekka
Spin;4;;;1987;Haarikko, Harri;Harrin peukaloruuvi;;Supinen, Pekka
Spin;2;;;2003;Suntila, Shimo;Michael Swanwick - mies joka hautasi luut maahan;;Swanwick, Michael
Spin;1;;;2000;Tanskanen, Kari;Uutta kotimaista scifiä;;Tanskanen, Kari
Spin;2;;;1998;Ollikainen, Jarmo;Paluu kielletylle planeetalle;Teatteri, näytelmät;
Spin;1;;;2017;Karppanen, Pasi;Sanoja, sanoja, sanoja - Hamlet, koko totuus -näytelmä Turun linnassa;Teatteri, näytelmät;
Spin;2;;;1988;Haarikko, Harri;Sormuksen saattue matkaan (Turusta) Suomenlinnaan;Teatteri, näytelmät, Tolkien;
Spin;3;;;1987;Haarikko, Harri;Sormuksen saattue tuli Turkuun;Teatteri, näytelmät, Tolkien;
Spin;4;;;2014;Mönkkönen, Juhani;Tarkastelussa tietoisuus: Q.2 - Futurum in Memoriam;Teatteri, näytelmät;
Spin;1;;;2018;Ouramaa, Anniina;Taru sormusten herrasta Turun kaupunginteatterissa;Teatteri, näytelmät, Tolkien;
Spin;1;;;1998;Forss, Ville;American Gothic;TV, Televisio;
Spin;1;;;1998;Forss, Ville;American Gothic jaksolista;TV, Televisio;
Spin;6;;;1999;Viljamaa, Emma;Buffy the Vampire Slayer - Jos se on hyvää, voiko se olla camppia?;TV, Televisio;
Spin;1;;;2000;Suntila, Shimo;Crusade;TV, Televisio;
Spin;2;;;1996;Henriksen, Gerald;Earth 2 jaksoluettelo;TV, Televisio;
Spin;1;;;1996;Halme, Jukka;Earth 2 - maailman paras scifisarja;TV, Televisio;
Spin;2;;;2005;Pohjola, Jouni;Farscape - The Peacekeeper Wars;TV, Televisio;
Spin;1;;;2000;London, Emma;Futurama;TV, Televisio;
Spin;1;;;1999;Viljamaa, Emma;Gene Roddenberry's Earth: Final Conflict;TV, Televisio;
Spin;1;;;1998;Pohjola, Jouni;Millennium - Chris Carterin maailmanlopun profetiat;TV, Televisio;
Spin;1;;;1998;Pohjola, Jouni;Millenniumin jaksoluettelo - 1. esityskausi;TV, Televisio;
Spin;4;;;2012;Mäntylä, Tomi;Sosiaalisen median aikakaudella scifi alkaa H:lla - Hubotit ja H+;TV, Televisio;
Spin;4;;;2005;Pohjola, Jouni;Spekulatiivista biologiaa: Alien Planet ja The Future Is Wild;TV, Televisio;
Spin;3;;;1999;Viljamaa, Emma;Stargate SG-1 ensimmäisen kauden jaksoluettelo;TV, Televisio;
Spin;1;;;1999;Viljamaa, Emma;Tehtävä: Maa - ensimmäisen kauden jaksoluettelo;TV, Televisio;
Spin;1;;;1991;Anonyymi;The Prisoner jaksoluettelo 1967-68;TV, Televisio;
Spin;3;;;1996;Anonyymi;The X-Files jaksoluettelo (kausi 1);TV, Televisio;
Spin;4;;;1996;Anonyymi;The X-Files jaksoluettelo (kausi 2);TV, Televisio;
Spin;5;;;1996;Heikkinen, Sini;The X-Files jaksoluettelo (kausi 3);TV, Televisio;
Spin;1;;;1981;Mäenpää, Jarmo;TV-scifi iskee;TV, Televisio;
Spin;1;;;1998;Heikkinen, Sini;X-Files jaksoluettelo osa 4;TV, Televisio;
Spin;2;;;1999;Viljamaa, Emma;X-Files jaksoluettelo osa 5;TV, Televisio;
Spin;6;;;1999;Viljamaa, Emma;X-Files kuudennen kauden jaksoluettelo;TV, Televisio;
Spin;1;;;2003;Ronni, Tapani;Alkuräjähdyksestä äärettömyyteen;Tiede;
Spin;1;;;2002;Ronni, Tapani;Arkkibakteerit elämän alkulähteillä;Tiede;
Spin;6;;;1999;Achrén, Jani;Avaruustekniikka ja Science Fiction;Tiede;
Spin;6;;;2001;Ronni, Tapani;Biologisten aseiden aikakausi;Tiede;
Spin;1;;;2004;Ronni, Tapani;DARPA - Ideapajasta Internetiin;Tiede;
Spin;1;;;2000;Ronni, Tapani;Elämää aurinkokunnassa;Tiede;
Spin;5;;;1994;Valtaoja, Esko;Elämää maailmankaikkeudessa;Tiede;
Spin;2;;;2005;Ronni, Tapani;Fuusio - tulevaisuuden energialähde?;Tiede;
Spin;4;;;2000;Ronni, Tapani;Genetiikan uusi aikakausi;Tiede;
Spin;5;;;2000;Ronni, Tapani;Genetiikan uusi aikakausi 2;Tiede;
Spin;4;;;2003;Ronni, Tapani;Huomispäivän soturit;Tiede;
Spin;3;;;2003;Ronni, Tapani;Laserit tanaan! - Energia-aseiden perusteita sf-kirjoittajille;Tiede;
Spin;5;;;2001;Ronni, Tapani;Määränpäänä Mars;Tiede;
Spin;2;;;2001;Ronni, Tapani;Nanoteknologian lupaukset ja todellisuus;Tiede;
Spin;3;;;2005;Ronni, Tapani;Ohjelmoitava aine;Tiede;
Spin;2;;;2003;Ronni, Tapani;Pasadena: avaruuden portti;Tiede;
Spin;2;;;2000;Achrén, Jani;Salaattia herra Spock?;Tiede;
Spin;3;;;2001;Ronni, Tapani;Seksin arvoitus;Tiede;
Spin;2;;;2010;Sotala, Kaj;Singularitariaanin nurkka - Millainen on superäly?;Tiede;
Spin;4;;;2001;Ronni, Tapani;Tekoälyn tulevaisuus;Tiede;
Spin;4;;;2010;Vainio, Veera;Tieto lisää tuskaa;Tiede;
Spin;1;;;2006;Ronni, Tapani & Eiland, Monica;Unitutkimuksen nykynäkymiä;Tiede;
Spin;2;;;2006;Ronni, Tapani & Eiland, Monica;Unitutkimuksen nykynäkymiä osa 2;Tiede;
Spin;3;;;2002;Ronni, Tapani;Uusia aurinkokuntia etsimässä;Tiede;
Spin;3;3-4/2004;;2004;Ronni, Tapani;Vesi - tulevaisuuden elinehto;Tiede;
Spin;4;;;2002;Ronni, Tapani;Vetytalouden aika;Tiede;
Spin;2;;;1986;Hyyppä, Markku T.;Yöunia ja päiväunia;Tiede;
Spin;3;;;2010;Karppanen, Pasi;"Nuortenkirjoja, joissa juodaan olutta noitapiirissä, hypitään alasti uima-altaisiin ja harrastetaan orgioita - Cate Tiernanin ""Wicca""";;Tiernan, Cate
Spin;1;;;1985;Mäentaka, Kari;Adventure;Pelit, Tietokenepelit;
Spin;1;;;1983;Gustafsson, Jaana;J.R.R. Tolkien;;Tolkien, J.R.R.
Spin;1;;;2000;Pohjola, Jouni;Sormusvarjojen varaslähtö;;Tolkien, J.R.R.
Spin;2;;;1980;Mäntylä, Timo;Science fiction Tshekkoslovakiassa;Science fiction, Tsekkoslovakia;
Spin;4;;;1986;Väisänen, Hannu;Kolme kertaa vampyyri;kauhu, vampyyrit;
Spin;6;;;1993;Roimola, Ben;Maarit Verronen kertoo itsestään ja kirjoistaan;;Verronen, Maarit
Spin;4;;;1978;Rajala, Hannu;Kurt Vonnegut jr. tieteiskirjailijana;;Vonnegut, Kurt
Spin;2;;;2005;Halme, Jukka;Häpeällinen herkku;;Watt-Evans, Lawrence
Spin;1;;;1997;Ykspetäjä, Tero;Viisi kysymystä;;Willis, Connie
Spin;3;;;2011;Karppanen, Pasi;Spin;;Wilson, Robert Charles
Spin;4;;;1984;Meriranta, Anetta;Kastelitko triffidit, herra Wyndham?;;Wyndham, John
Spin;3;;;2002;Ahonen, Johanna & Suntila, Shimo;Tom Albin Ölander 1945-2002;;Ölander, Tom
