Lehti;Number;Number_extra;Count;Year;Tekijä;Artikkeli;Aihe;Viitteet
Kosmoskynä;3;;;1992;Sirkiä, Pekka;Miksi kirjoitan tieteiskirjallisuuskritiikkiä;;Sirkiä, Pekka
Kosmoskynä;4;;;2001;Lehtinen, Vesa;Teloittajan testamentti;;Sirkiä, Pekka
Kosmoskynä;1;;;2001;Soikkeli, Markku;Dinosauruksella Portin lävitse;;Soikkeli, Markku
Kosmoskynä;1;;;2007;Anonyymi;Kosmoskynän kymmenen kysymystä - haastattelussa Markku Soikkeli;;Soikkeli, Markku
Kosmoskynä;2;;;2010;Pohjonen, Eeva;Scifinovellisti, joka rakensi maailman;;Soikkeli, Markku
Kosmoskynä;4;;;1989;Anonyymi;Star Trek News;Star Trek;
Kosmoskynä;3;;;1990;Tenhunen, Eeva-Liisa;Star Trek -romaanit;Star Trek;
Kosmoskynä;4;;;2005;Karppanen, Pasi;Star Wreck - rohkeasti sinne minne ei ole ennen menty;Star Wreck;
Kosmoskynä;2;;;2017;Suntila, Shimo;Stepanin koodeksin synty;Stepanin koodeksi;
Kosmoskynä;1;;;2013;Sipiläinen, Tarja;Tarina sadalla sanalla - tiivistämisen taitonäyte;;Suntila, Shimo
Kosmoskynä;2;;;2010;Henriksson, Saara;Arvostelupalvelun syvin olemus;Suomen Tieteiskirjoittajat, STk;
Kosmoskynä;2;;;1990;Ronni, Tapani;Finnish Science Fiction Writers - A Short Introduction;Suomen Tieteiskirjoittajat, STk;
Kosmoskynä;2;;;2011;Leinonen, Anne;Kosmisen Colosseumin kymmenen ahkeraa vuotta;Suomen Tieteiskirjoittajat, STk;
Kosmoskynä;3;;;1987;Salminen, Juha;Oppia ja ilonpitoa;Suomen Tieteiskirjoittajat, STk;
Kosmoskynä;4;;;1992;Ronni, Tapani;Suomalaista tieteiskirjallisuutta edistämässä;Suomen Tieteiskirjoittajat, STk;
Kosmoskynä;2;;;1991;Ronni, Tapani;Suomen Tieteiskirjoittajat ry. pähkinänkuoressa;Suomen Tieteiskirjoittajat, STk;
Kosmoskynä;1;;;2001;Lehtinen, Vesa;Suomen tieteiskirjoittajien kirjoituskurssi;Suomen Tieteiskirjoittajat, STk;
Kosmoskynä;3;;;2003;Leinonen, Anne & Karppanen, Pasi;Tieteiskirjoittajien kirjallinen Finncon 1.-3.8.2003;Suomen Tieteiskirjoittajat, STk;
Kosmoskynä;2;;;2003;Karppanen, Pasi;A Look at Current Finnish Science Fiction;Science fiction, Suomi;
Kosmoskynä;4;;;2011;Leinonen, Anne;Fair Winds for Finnish Weird;Science fiction, Suomi;
Kosmoskynä;4;;;2011;Tynjälä, Tanya;Finnish Science Fiction Written by Women;Science fiction, Suomi, Naiskirjailijat;
Kosmoskynä;2;;;2012;Soikkeli, Markku;Suomalaisen scifin varhaisvaiheet yksissä kansissa;Science fiction, Suomi;
Kosmoskynä;1;;;2008;Karppanen, Pasi & Lindholm, Kenneth;Suomalaisen sf/f-elokuvan kivinen taival;Science fiction, Suomi, Elokuvat;
Kosmoskynä;4;;;2012;Paananen, Leila;Susia, seikkailua ja dystopioita. Kotimainen sf/f-vuosi;Science fiction, Suomi;
Kosmoskynä;4;;;2013;Timonen, Juri;Unelmista ydinsotaan - Utopiat ja dystopiat Suomessa;Science fiction, Suomi;
Kosmoskynä;2;;;2003;Swanwick, Michael;Growing Up in the Future;;Swanwick, Michael
Kosmoskynä;3;;;2003;Mäki-Kuutti, Kati;Kirjailija. Science fiction -kirjailija. Michael Swanwick;;Swanwick, Michael
Kosmoskynä;3;;;1986;Tammi, Lumikki;Lumikki Tammen tie huipulle;;Tammi, Lumikki
Kosmoskynä;2;;;2018;Vuokko-Syrjänen, Reetta;Seksiä, vampyyreita ja juonilankaa - haastattelussa Terhi Tarkiainen;;Tarkiainen, Terhi
Kosmoskynä;2;;;1989;Kasvi, Jyrki J.J.;Kolme tietä Mordoriin;Teatteri, näytelmät;Tolkien, J.R.R.
Kosmoskynä;1;;;2001;Leinonen, Anne;Matka Narniaan;Teatteri, näytelmät;
Kosmoskynä;4;;;1988;Anonyymi;Solariksen kantaesitys Kotkassa;Teatteri, näytelmät;
Kosmoskynä;3;;;1987;Meriranta, Anetta;Suomen Tieteiskirjoittajat menestyi television tietokilpailussa;Televisio, Fandom, Suomen Tieteiskirjoittajat;
Kosmoskynä;3;;;1991;Sinisalo, Johanna;YLEn antia eli eiks oo hienoo päästä telkkariin;Televisio;
Kosmoskynä;2;;;2013;Anonyymi;Kosmoskynän kymmenen kysymystä;;Thorel, Christine
Kosmoskynä;2;;;2018;Katajala, Jussi;Elää ja kuolla avaruudessa;Tiede;
Kosmoskynä;2;;;1991;Ronni, Tapani;Maailmojen luominen 1: Biologinen totuus!;Tiede;
Kosmoskynä;4;;;1991;Colliander, Tuomas;Maailmojen luominen 2: Ennen biologista totuutta!;Tiede;
Kosmoskynä;3;;;1993;Sirkiä, Pekka;Maailmojen luominen 3: Biologisen totuuden jälkeen!;Tiede;
Kosmoskynä;2;;;2018;Koskimies, Markus;Matkustaminen avaruudessa;Tiede;
Kosmoskynä;1;;;1991;Kasvi, Jyrki J.J.;Miten tähän on tultu - lyhyt katsaus tietotekniikan historiaan;Tiede;
Kosmoskynä;2;;;1993;Tirkkonen, Olav;Tiedostavan koneen ongelma;Tiede;
Kosmoskynä;1;;;1991;Kasvi, Jyrki J.J.;Paranoiaa tietoverkoissa;Tietokonepelit, pelikonsolit;
Kosmoskynä;4;;;2012;Saloranta, Tuomas;Rock'n'rollia suomikummaan;URS, Uusrahvaanomainen spekulatiivinen fiktio;
Kosmoskynä;3;;;2012;Suntila, Shimo;Tiamatin värit -antologia julkaistu;URS, Uusrahvaanomainen spekulatiivinen fiktio;
Kosmoskynä;2;;;2011;Rantalaiho, Liisa;Uusrahvaanomainen spekulatiivinen fiktio, antologiat;URS, Uusrahvaanomainen spekulatiivinen fiktio;
Kosmoskynä;4;;;1995;Ronni, Tapani;Science Fiction and Fantasy Writers of America - STk:n isoveli;Science fiction, USA;
Kosmoskynä;2;;;2018;Saarinen, Toni;Iso, inhimillinen avaruutemme;;Valente, Catherynne M.
Kosmoskynä;4;;;2006;Henriksson, Saara;Kulmahampaat klinikalla - eli voiko vampyyrin hahmosta…;Kauhu, Vampyyrit;
Kosmoskynä;4;;;2011;Halme, Jukka;It Came from the North and Other Stories;;VanderMeer, Jeff
Kosmoskynä;2;;;2013;Leinonen, Anne;The Steampunk Bible;;VanderMeer, Jeff
Kosmoskynä;4;;;2011;Lintunen, Venla;VanderMeer-wave swept through Finland;;VanderMeer, Jeff
Kosmoskynä;2;;;2014;Anonyymi;Kosmoskynän 10 kysymystä;;Varis, Sanna
Kosmoskynä;3;;;1992;Verronen, Maarit;Käsikirjoituspino -> ??? -> kirja;;Verronen, Maarit
Kosmoskynä;1;;;1986;Virtanen, Pekka;Palaakoo aika joskus?;;Virtanen, Pekka
Kosmoskynä;4;;;2013;Anonyymi;Kosmoskynän kymmenen kysymystä ;;Välimäki, Kari
Kosmoskynä;2;;;1987;Salminen, Juha;Kosmoskynä Tom Ölanderille;Palkinnot;Ölander, Tom
