Lehti;Number;Number_extra;Count;Year;Tekijä;Novelli;Alkup-novelli;Alkup-vuosi;Suomentaja;runo;raapale;filk
Kosmoskynä;2;;;2018;Kallio, Seppo;Mustan tyhjyyden vaeltaja;;;;;;
Kosmoskynä;2;;;2015;Kangas, Jani;Rituaali;;;;;;
Kosmoskynä;3;3-4/2010;;2010;Kangasvuo, Jenny;Jätehuollon haasteet;;;;;;
Kosmoskynä;3;;;2015;Kantola, Camilla;Sydämetön;;;;;;
Kosmoskynä;3;;;2015;Kantola, Camilla;Zofia;;;;;;
Kosmoskynä;3;3-4/2009;;2009;Karppelin, Mira;Kulmikas ja kiemura;;;;;;
Kosmoskynä;2;;;2011;Katajala, Jussi;10 boforia;;;;;;
Kosmoskynä;3;;;2014;Katajala, Jussi;1648;;;;;;
Kosmoskynä;1;;;2010;Katajala, Jussi;Aikamuurin tuolla puolen;;;;;;
Kosmoskynä;2;;;2011;Katajala, Jussi;Koston musta laiva;;;;;;
Kosmoskynä;2;;;2011;Katajala, Jussi;Kreivi Madingleyn muotokuva;;;;;;
Kosmoskynä;2;;;2011;Katajala, Jussi;Kun ostaa sian säkissä;;;;;;
Kosmoskynä;1;;;2008;Katajala, Jussi;Morgan Giffordin maalaukset;;;;;;
Kosmoskynä;3;3-4/2009;;2009;Katajala, Jussi;Murha se on joka kannattaa;;;;;;
Kosmoskynä;3;;;2015;Kauppila, Suvi;Kronotoopit;;;;;;
Kosmoskynä;4;;;2012;Kauppinen, Jenni;Kotouttaminen;;;;;;
Kosmoskynä;3;;;2012;Kauppinen, Jenni;Taikarasia;;;;;;
Kosmoskynä;1;;;2016;Kelosaari, Artemis;Herhiläiskuningattaren siivet;;;;;;
Kosmoskynä;3;;;1985;Keränen, Juha;Bug Rogers, atomiajan sankari vertansa vailla;;;;;;
Kosmoskynä;1;;;2016;Kinnunen, J.T.;Uudelleen;;;;;;
Kosmoskynä;2;;;1993;Kirstilä, Pentti;Porari;;;;;;
Kosmoskynä;1;;;1986;Kivi, Jaakko;Suhdetoimintaa;;;;;;
Kosmoskynä;2;;;2002;Kivinen, Jouko;Testaaja;;;;;;
Kosmoskynä;1;;;2015;Kivineva, Merilla;Tämän ylittää vain vapaus, joka on kaikista tärkein;;;;;;
Kosmoskynä;1;;;2015;Koistinen, Arto;Hanki töitä;;;;;;
Kosmoskynä;4;;;2014;Kontro, Inkeri;Hiljaa hiipuu hiillos;;;;;;
Kosmoskynä;4;;;2012;Kontro, Inkeri;Juuret;;;;;;
Kosmoskynä;3;;;2015;Kontro, Inkeri;Välitilassa;;;;;;
Kosmoskynä;4;;;2001;Korhonen, Vesa;Halt;;;;;;
Kosmoskynä;4;;;2002;Korhonen, Vesa;Pako elämästä;;;;;;
Kosmoskynä;2;;;2016;Korpijärvi, Teemu;Akkunat;;;;;;
Kosmoskynä;2;;;2017;Korpijärvi, Teemu;Jahtimestarin apupojat;;;;;;
Kosmoskynä;2;;;2018;Korpijärvi, Teemu;Lautasantenni;;;;;;
Kosmoskynä;2;;;2018;Korpijärvi, Teemu;Pitkä poltto;;;;;;
Kosmoskynä;2;;;2018;Korpijärvi, Teemu;Rynnäkkö- ja kolonisaatiolaiva Uusi Brasilia, 8562;;;;;;
Kosmoskynä;1;;;2016;Korpinen, Anu;Noidan perintö;;;;;;
Kosmoskynä;1;;;2013;Koskimies, Markus;Ei niin iloinen jälleennäkeminen;;;;;;
Kosmoskynä;4;;;2000;Koskinen, Seppo;Profeetta;;;;;;
