Lehti;Number;Number_extra;Count;Year;Tekijä;Artikkeli;Aihe;Viitteet
Portti;1;;;2009;Iivonen, Jyrki;Retkiä Ursula K. Le Guinin maailmaan;;Le Guin, Ursula K.
Portti;3;;;1992;Hirsjärvi, Irma;Ursula K. Le Guin ja anarkismi;;Le Guin, Ursula K.
Portti;1;;;2007;Hurtta, Boris;Kaapparin lokikirjasta: Konrad Lehtimäki - voimamies;;Lehtimäki, Konrad
Portti;1;;;2017;Rosvall, Matti;In Memoriam;;Lehtinen, Seppo
Portti;3;;;1992;Rosvall, Matti;Fritz Leiber;;Leiber, Fritz
Portti;1;;;1983;Hinkkanen, Juhani;Fritz Leiber - tuntematon mestari;;Leiber, Fritz
Portti;2;;;2016;Leinonen, Anne;Kansanperinteestä utopioihin - Myytit ja kansanperinne utopioiden polttoaineena;;Leinonen, Anne
Portti;3;;;1990;Dushenko;"""Mitä huonompi kirja on, sitä enemmän sen pitäisi maksaa"" - Keskustelu Stanislaw Lemin kanssa";;
Portti;2;;;2013;Nikkonen, Raimo;Kari T. Leppäsen tekemiä kansikuvia;Taide, Kuvitus;Leppänen, Kari
Portti;2;;;2013;Murtosaari, Jukka;KTL - Kari T. Leppänen;Taide, Kuvitus;Leppänen, Kari
Portti;3;;;2013;Koponen, Jari;Liekin lepatuksia;;Liekki, Eino
Portti;1;;;1990;Beresnevicius, Gedimidas;Science fiction Liettuassa;Science fiction, Liettua;
Portti;1;;;2011;Iivonen, Jyrki;Jack Londonin elämä ja tuotanto;;London, Jack
Portti;2;;;1997;Airaksinen, Timo;Filosofiaa H.P. Lovecraftin novelleissa Väri avaruudesta ja Cthulhun kutsu;Kauhu;Lovecraft, H(oward) P(hillips)
Portti;3;;;1987;Kivinen, S(eppo Kalevi) Albert;H.P. Lovecraft ja Cthulhun tarusto;Kauhu;Lovecraft, H(oward) P(hillips)
Portti;3;;;1987;Nikkonen, Raimo;Marc Michaud, Necronomicon Press ja H.P.Lovecraft;Kustantaminen;Lovecraft, H(oward) P(hillips)
