Lehti;Number;Number_extra;Count;Year;Tekijä;Novelli;Alkup-novelli;Alkup-vuosi;Suomentaja;runo;raapale;filk
Finnzine;2;;;1998;Tapio, Juha K.;Vastauksen tuolla puolen;;;;;;
Finnzine;4;;;2008;Tynjälä, Tanya;Salaliitto;;;;;;
Finnzine;1;;;2002;Tähtinen, Keijo;Alusta korjaamassa Denebissä;;;;;;
Finnzine;1;;;2002;Tähtinen, Keijo;Antin mustikkareissa;;;;;;
Finnzine;1;;;2002;Tähtinen, Keijo;Avaruusulysseia 2020;;;;;;
Finnzine;1;;;2002;Tähtinen, Keijo;Darth Vader ja hänen tummanpuhuvat vaatteensa;;;;;;
Finnzine;1;;;2002;Tähtinen, Keijo;Huoltamolla;;;;;;
Finnzine;1;;;2002;Tähtinen, Keijo;Kaunon ensirakkaus;;;;;;
Finnzine;1;;;2002;Tähtinen, Keijo;Kiertoajelulla Helsingissä vuonna 2025;;;;;;
Finnzine;1;;;2003;Tähtinen, Keijo;Kuherruskuukausi Gydronissa;;;;;;
Finnzine;1;;;2002;Tähtinen, Keijo;Vierailu;;;;;;
Finnzine;1;;;2002;Tähtinen, Keijo;Warboom-planeetan sotajaarli seikkailee;;;;;;
Finnzine;4;;;1998;Tähtinen, Kimmo;Kellotaulu klementiini;;;;;;
Finnzine;3;;;2005;Väisänen, Hannu;Elinan surma;;;;;;
Finnzine;1;;;2007;Väisänen, Hannu;Lepenski Vir;;;;;;
Finnzine;2;;;2008;Väisänen, Hannu;Varma saalis;;;;;;
